gene_id,seqid,gene_type_raw,gene_name,mgi_id,gene_type
ENSMUSG00000114803.1,chr14,processed_pseudogene,Gm46443,MGI:5826080,pseudogene
ENSMUSG00000114751.1,chr14,TEC,5430425E15Rik,MGI:1918660,TEC
ENSMUSG00000100100.1,chr14,lncRNA,Gm29626,MGI:5580332,lncRNA
ENSMUSG00000114953.1,chr14,lncRNA,4930519K11Rik,MGI:1925269,lncRNA
ENSMUSG00000114722.1,chr14,lncRNA,Gm31392,MGI:5590551,lncRNA
ENSMUSG00000090381.2,chr14,processed_pseudogene,Gm6158,MGI:3779562,pseudogene
ENSMUSG00000118519.1,chr14,lncRNA,AC163638.2,,lncRNA
ENSMUSG00000105723.1,chr14,miRNA,Mir7210,MGI:5562740,miRNA
ENSMUSG00000118498.2,chr14,unprocessed_pseudogene,AC163638.1,,pseudogene
ENSMUSG00000021782.14,chr14,protein_coding,Dlg5,MGI:1918478,protein-coding gene
ENSMUSG00000114880.1,chr14,TEC,Gm49098,MGI:6118492,TEC
ENSMUSG00000091079.1,chr14,lncRNA,Gm17105,MGI:4937932,lncRNA
ENSMUSG00000118622.1,chr14,unprocessed_pseudogene,AC163638.3,,pseudogene
ENSMUSG00000114648.1,chr14,unprocessed_pseudogene,Gm19034,MGI:5011219,pseudogene
ENSMUSG00000038925.14,chr14,protein_coding,E330034G19Rik,MGI:2145557,protein-coding gene
ENSMUSG00000118624.1,chr14,transcribed_unprocessed_pseudogene,AC161374.3,,pseudogene
ENSMUSG00000118605.1,chr14,unprocessed_pseudogene,AC161374.2,,pseudogene
ENSMUSG00000114913.1,chr14,processed_pseudogene,Gm18276,MGI:5010461,pseudogene
ENSMUSG00000118584.1,chr14,unprocessed_pseudogene,AC161374.1,,pseudogene
ENSMUSG00000114567.1,chr14,lncRNA,Gm47774,MGI:6096933,lncRNA
ENSMUSG00000114207.1,chr14,TEC,Gm41109,MGI:5623994,TEC
ENSMUSG00000118592.1,chr14,unprocessed_pseudogene,AC154573.1,,pseudogene
ENSMUSG00000114575.1,chr14,lncRNA,Gm47814,MGI:6096999,lncRNA
ENSMUSG00000025280.8,chr14,protein_coding,Polr3a,MGI:2681836,protein-coding gene
ENSMUSG00000025290.17,chr14,protein_coding,Rps24,MGI:98147,protein-coding gene
ENSMUSG00000048628.5,chr14,lncRNA,4930542C16Rik,MGI:1922413,lncRNA
ENSMUSG00000089887.2,chr14,lncRNA,4930428N03Rik,MGI:1921121,lncRNA
ENSMUSG00000114965.1,chr14,lncRNA,Gm47906,MGI:6097148,lncRNA
ENSMUSG00000072686.2,chr14,lncRNA,Gm10398,MGI:3642254,lncRNA
ENSMUSG00000114416.1,chr14,TEC,Gm47907,MGI:6097150,TEC
ENSMUSG00000114924.1,chr14,lncRNA,Gm38408,MGI:5621293,lncRNA
ENSMUSG00000114855.1,chr14,processed_pseudogene,Gm47909,MGI:6097154,pseudogene
ENSMUSG00000114288.1,chr14,lncRNA,Gm32123,MGI:5591282,lncRNA
ENSMUSG00000114271.1,chr14,lncRNA,Gm32224,MGI:5591383,lncRNA
ENSMUSG00000114916.1,chr14,lncRNA,4930572O13Rik,MGI:1923112,lncRNA
ENSMUSG00000087535.2,chr14,lncRNA,Zmiz1os1,MGI:3041228,lncRNA
ENSMUSG00000097601.2,chr14,lncRNA,Gm26660,MGI:5477154,lncRNA
ENSMUSG00000114232.1,chr14,lncRNA,Gm17747,MGI:5009825,lncRNA
ENSMUSG00000007817.15,chr14,protein_coding,Zmiz1,MGI:3040693,protein-coding gene
ENSMUSG00000114709.1,chr14,lncRNA,Gm47920,MGI:6097174,lncRNA
ENSMUSG00000114539.1,chr14,lncRNA,Gm47921,MGI:6097176,lncRNA
ENSMUSG00000093081.1,chr14,miRNA,Mir3075,MGI:4834248,miRNA
ENSMUSG00000021868.7,chr14,protein_coding,Ppif,MGI:2145814,protein-coding gene
ENSMUSG00000114922.1,chr14,lncRNA,Ppifos,MGI:1915423,lncRNA
ENSMUSG00000104183.1,chr14,TEC,1700054O19Rik,MGI:1921522,TEC
ENSMUSG00000055538.7,chr14,protein_coding,Zcchc24,MGI:1919168,protein-coding gene
ENSMUSG00000099057.1,chr14,processed_pseudogene,Gm27185,MGI:5521028,pseudogene
ENSMUSG00000077081.1,chr14,miRNA,Gm23701,MGI:5453478,miRNA
ENSMUSG00000021866.15,chr14,protein_coding,Anxa11,MGI:108481,protein-coding gene
ENSMUSG00000098609.1,chr14,lncRNA,Anxa11os,MGI:3642737,lncRNA
ENSMUSG00000095304.9,chr14,protein_coding,Plac9a,MGI:2663998,protein-coding gene
ENSMUSG00000072676.12,chr14,protein_coding,Tmem254a,MGI:1196450,protein-coding gene
ENSMUSG00000095975.3,chr14,protein_coding,Cphx1,MGI:2145733,protein-coding gene
ENSMUSG00000098897.1,chr14,processed_pseudogene,Gm19013,MGI:5011198,pseudogene
ENSMUSG00000048502.14,chr14,protein_coding,Duxbl1,MGI:1916048,protein-coding gene
ENSMUSG00000098428.6,chr14,unprocessed_pseudogene,Gm2260,MGI:3780429,pseudogene
ENSMUSG00000094800.8,chr14,protein_coding,Gm9780,MGI:3710532,protein-coding gene
ENSMUSG00000072680.11,chr14,protein_coding,Tmem254c,MGI:3711260,protein-coding gene
ENSMUSG00000099325.1,chr14,processed_pseudogene,Gm19014,MGI:5011199,pseudogene
ENSMUSG00000098463.1,chr14,protein_coding,Cphx2,MGI:3780272,protein-coding gene
ENSMUSG00000094817.8,chr14,protein_coding,Cphx3,MGI:3711264,protein-coding gene
ENSMUSG00000072675.12,chr14,protein_coding,Duxbl2,MGI:3710620,protein-coding gene
ENSMUSG00000098369.6,chr14,unprocessed_pseudogene,Gm2274,MGI:3780444,pseudogene
ENSMUSG00000072674.10,chr14,protein_coding,Plac9b,MGI:3711222,protein-coding gene
ENSMUSG00000021867.16,chr14,protein_coding,Tmem254b,MGI:3710397,protein-coding gene
ENSMUSG00000098524.1,chr14,processed_pseudogene,Gm19015,MGI:5011200,pseudogene
ENSMUSG00000072672.10,chr14,protein_coding,Duxbl3,MGI:3710520,protein-coding gene
ENSMUSG00000114921.1,chr14,processed_pseudogene,Gm18578,MGI:5010763,pseudogene
ENSMUSG00000114753.1,chr14,lncRNA,Gm34059,MGI:5593218,lncRNA
ENSMUSG00000021874.12,chr14,lncRNA,4933413J09Rik,MGI:1918356,lncRNA
ENSMUSG00000089978.1,chr14,processed_pseudogene,Crb1-ps,MGI:5645790,pseudogene
ENSMUSG00000090104.1,chr14,lncRNA,Slmapos2,MGI:3801907,lncRNA
ENSMUSG00000021870.17,chr14,protein_coding,Slmap,MGI:1933549,protein-coding gene
ENSMUSG00000065864.1,chr14,snoRNA,Gm24031,MGI:5453808,snoRNA
ENSMUSG00000078128.1,chr14,processed_pseudogene,Gm2178,MGI:3780348,pseudogene
ENSMUSG00000107452.1,chr14,processed_pseudogene,Gm18215,MGI:5010400,pseudogene
ENSMUSG00000107911.1,chr14,processed_pseudogene,Gm7565,MGI:3645254,pseudogene
ENSMUSG00000040818.10,chr14,protein_coding,Dennd6a,MGI:2442980,protein-coding gene
ENSMUSG00000090861.1,chr14,lncRNA,Arf4os,MGI:3642411,lncRNA
ENSMUSG00000021877.12,chr14,protein_coding,Arf4,MGI:99433,protein-coding gene
ENSMUSG00000043702.9,chr14,protein_coding,Pde12,MGI:2443226,protein-coding gene
ENSMUSG00000098751.1,chr14,miRNA,Mir7672,MGI:5530696,miRNA
ENSMUSG00000096052.1,chr14,lncRNA,9930004E17Rik,MGI:3603579,lncRNA
ENSMUSG00000021879.13,chr14,protein_coding,Dnah12,MGI:107720,protein-coding gene
ENSMUSG00000021898.15,chr14,protein_coding,Asb14,MGI:2655107,protein-coding gene
ENSMUSG00000040760.11,chr14,protein_coding,Appl1,MGI:1920243,protein-coding gene
ENSMUSG00000114785.1,chr14,processed_pseudogene,Gm41115,MGI:5624000,pseudogene
ENSMUSG00000040726.10,chr14,protein_coding,Hesx1,MGI:96071,protein-coding gene
ENSMUSG00000040717.6,chr14,protein_coding,Il17rd,MGI:2159727,protein-coding gene
ENSMUSG00000021895.10,chr14,protein_coding,Arhgef3,MGI:1918954,protein-coding gene
ENSMUSG00000114349.1,chr14,processed_pseudogene,Gm7591,MGI:3644074,pseudogene
ENSMUSG00000114888.1,chr14,TEC,Gm49616,MGI:6215034,TEC
ENSMUSG00000093034.1,chr14,miRNA,Gm23633,MGI:5453410,miRNA
ENSMUSG00000040651.9,chr14,protein_coding,Tasor,MGI:1921694,protein-coding gene
ENSMUSG00000046753.10,chr14,protein_coding,Ccdc66,MGI:2443639,protein-coding gene
ENSMUSG00000088615.1,chr14,snRNA,Gm22485,MGI:5452262,snRNA
ENSMUSG00000064836.1,chr14,snoRNA,Gm25697,MGI:5455474,snoRNA
ENSMUSG00000114482.1,chr14,processed_pseudogene,Gm7604,MGI:3644542,pseudogene
ENSMUSG00000040640.11,chr14,protein_coding,Erc2,MGI:1098749,protein-coding gene
ENSMUSG00000114653.1,chr14,processed_pseudogene,Gm18398,MGI:5010583,pseudogene
ENSMUSG00000109849.1,chr14,lncRNA,Gm45645,MGI:5791481,lncRNA
ENSMUSG00000114503.1,chr14,TEC,Gm20242,MGI:5012427,TEC
ENSMUSG00000021994.15,chr14,protein_coding,Wnt5a,MGI:98958,protein-coding gene
ENSMUSG00000097002.1,chr14,lncRNA,Gm2670,MGI:3780839,lncRNA
ENSMUSG00000114818.1,chr14,lncRNA,Gm35164,MGI:5594323,lncRNA
ENSMUSG00000114201.1,chr14,processed_pseudogene,Gm18079,MGI:5010264,pseudogene
ENSMUSG00000114577.1,chr14,lncRNA,Gm35217,MGI:5594376,lncRNA
ENSMUSG00000021991.9,chr14,protein_coding,Cacna2d3,MGI:1338890,protein-coding gene
ENSMUSG00000088682.1,chr14,rRNA,Gm23999,MGI:5453776,rRNA
ENSMUSG00000045776.3,chr14,protein_coding,Lrtm1,MGI:2442106,protein-coding gene
ENSMUSG00000114595.1,chr14,lncRNA,Gm48004,MGI:6097306,lncRNA
ENSMUSG00000075245.4,chr14,processed_pseudogene,Gm6043,MGI:3805955,pseudogene
ENSMUSG00000114760.1,chr14,lncRNA,Gm48006,MGI:6097309,lncRNA
ENSMUSG00000114758.1,chr14,processed_pseudogene,Gm48005,MGI:6097308,pseudogene
ENSMUSG00000114704.1,chr14,lncRNA,Gm48003,MGI:6097304,lncRNA
ENSMUSG00000114570.1,chr14,lncRNA,Gm48058,MGI:6097381,lncRNA
ENSMUSG00000114815.1,chr14,lncRNA,Gm41118,MGI:5624003,lncRNA
ENSMUSG00000114774.1,chr14,lncRNA,Gm35281,MGI:5594440,lncRNA
ENSMUSG00000114606.1,chr14,transcribed_processed_pseudogene,Gm7633,MGI:3644196,pseudogene
ENSMUSG00000114424.1,chr14,lncRNA,Gm47414,MGI:6096350,lncRNA
ENSMUSG00000042682.9,chr14,protein_coding,Selenok,MGI:1931466,protein-coding gene
ENSMUSG00000015971.5,chr14,protein_coding,Actr8,MGI:1860775,protein-coding gene
ENSMUSG00000104926.1,chr14,miRNA,Mir6947,MGI:5562741,miRNA
ENSMUSG00000015966.17,chr14,protein_coding,Il17rb,MGI:1355292,protein-coding gene
ENSMUSG00000015970.19,chr14,protein_coding,Chdh,MGI:1860776,protein-coding gene
ENSMUSG00000114705.1,chr14,processed_pseudogene,Gm18760,MGI:5010945,pseudogene
ENSMUSG00000015968.18,chr14,protein_coding,Cacna1d,MGI:88293,protein-coding gene
ENSMUSG00000118437.1,chr14,lncRNA,Gm50467,MGI:6324735,lncRNA
ENSMUSG00000114650.1,chr14,processed_pseudogene,Gm47570,MGI:6096599,pseudogene
ENSMUSG00000114670.1,chr14,processed_pseudogene,Gm18072,MGI:5010257,pseudogene
ENSMUSG00000114386.1,chr14,processed_pseudogene,Gm47576,MGI:6096610,pseudogene
ENSMUSG00000114397.1,chr14,processed_pseudogene,Gm7621,MGI:3644745,pseudogene
ENSMUSG00000114966.1,chr14,processed_pseudogene,Gm18681,MGI:5010866,pseudogene
ENSMUSG00000021962.9,chr14,protein_coding,Dcp1a,MGI:1923151,protein-coding gene
ENSMUSG00000021957.7,chr14,protein_coding,Tkt,MGI:105992,protein-coding gene
ENSMUSG00000093156.1,chr14,miRNA,Mir3076,MGI:4834249,miRNA
ENSMUSG00000021948.17,chr14,protein_coding,Prkcd,MGI:97598,protein-coding gene
ENSMUSG00000114553.1,chr14,lncRNA,Gm7644,MGI:3646878,lncRNA
ENSMUSG00000052395.17,chr14,protein_coding,Rft1,MGI:3607791,protein-coding gene
ENSMUSG00000006527.16,chr14,protein_coding,Sfmbt1,MGI:1859609,protein-coding gene
ENSMUSG00000115723.1,chr14,lncRNA,1700087M22Rik,MGI:1925717,lncRNA
ENSMUSG00000115370.1,chr14,processed_pseudogene,Gm15667,MGI:3783109,pseudogene
ENSMUSG00000006526.13,chr14,protein_coding,Stimate,MGI:1921500,protein-coding gene
ENSMUSG00000042485.7,chr14,protein_coding,Mustn1,MGI:1913425,protein-coding gene
ENSMUSG00000021922.17,chr14,protein_coding,Itih4,MGI:109536,protein-coding gene
ENSMUSG00000006522.17,chr14,protein_coding,Itih3,MGI:96620,protein-coding gene
ENSMUSG00000006529.16,chr14,protein_coding,Itih1,MGI:96618,protein-coding gene
ENSMUSG00000021918.10,chr14,protein_coding,Nek4,MGI:1344404,protein-coding gene
ENSMUSG00000021917.16,chr14,protein_coding,Spcs1,MGI:1916269,protein-coding gene
ENSMUSG00000021916.16,chr14,protein_coding,Glt8d1,MGI:1923735,protein-coding gene
ENSMUSG00000042354.7,chr14,protein_coding,Gnl3,MGI:1353651,protein-coding gene
ENSMUSG00000077212.1,chr14,snoRNA,Snord69,MGI:3819551,snoRNA
ENSMUSG00000087912.1,chr14,snoRNA,Gm24916,MGI:5454693,snoRNA
ENSMUSG00000077797.1,chr14,snoRNA,Snord19,MGI:3819524,snoRNA
ENSMUSG00000042323.17,chr14,protein_coding,Pbrm1,MGI:1923998,protein-coding gene
ENSMUSG00000115412.1,chr14,processed_pseudogene,Gm49094,MGI:6118486,pseudogene
ENSMUSG00000090305.2,chr14,processed_pseudogene,Gm5459,MGI:3643518,pseudogene
ENSMUSG00000058351.11,chr14,protein_coding,Smim4,MGI:1913737,protein-coding gene
ENSMUSG00000071547.4,chr14,protein_coding,Nt5dc2,MGI:1917271,protein-coding gene
ENSMUSG00000042286.13,chr14,protein_coding,Stab1,MGI:2178742,protein-coding gene
ENSMUSG00000021910.15,chr14,protein_coding,Nisch,MGI:1928323,protein-coding gene
ENSMUSG00000091898.8,chr14,protein_coding,Tnnc1,MGI:98779,protein-coding gene
ENSMUSG00000021904.6,chr14,protein_coding,Sema3g,MGI:3041242,protein-coding gene
ENSMUSG00000021902.7,chr14,protein_coding,Phf7,MGI:1919088,protein-coding gene
ENSMUSG00000021901.10,chr14,protein_coding,Bap1,MGI:1206586,protein-coding gene
ENSMUSG00000019027.8,chr14,protein_coding,Dnah1,MGI:107721,protein-coding gene
ENSMUSG00000115311.1,chr14,lncRNA,Gm35823,MGI:5594982,lncRNA
ENSMUSG00000115468.1,chr14,lncRNA,Gm49217,MGI:6118672,lncRNA
ENSMUSG00000115445.1,chr14,lncRNA,Gm49791,MGI:6215318,lncRNA
ENSMUSG00000021893.14,chr14,protein_coding,Capn7,MGI:1338030,protein-coding gene
ENSMUSG00000021892.14,chr14,protein_coding,Sh3bp5,MGI:1344391,protein-coding gene
ENSMUSG00000115283.1,chr14,processed_pseudogene,Gm49252,MGI:6118723,pseudogene
ENSMUSG00000021891.8,chr14,protein_coding,Mettl6,MGI:1914261,protein-coding gene
ENSMUSG00000021890.6,chr14,protein_coding,Eaf1,MGI:1921677,protein-coding gene
ENSMUSG00000115102.1,chr14,TEC,Gm49270,MGI:6118751,TEC
ENSMUSG00000057606.14,chr14,protein_coding,Colq,MGI:1338761,protein-coding gene
ENSMUSG00000089241.1,chr14,misc_RNA,Gm24057,MGI:5453834,misc_RNA
ENSMUSG00000115022.1,chr14,protein_coding,Gm49387,MGI:6121612,protein-coding gene
ENSMUSG00000021884.18,chr14,protein_coding,Hacl1,MGI:1929657,protein-coding gene
ENSMUSG00000021900.10,chr14,protein_coding,Btd,MGI:1347001,protein-coding gene
ENSMUSG00000014496.8,chr14,protein_coding,Ankrd28,MGI:2145661,protein-coding gene
ENSMUSG00000115210.1,chr14,TEC,Gm49308,MGI:6118810,TEC
ENSMUSG00000115812.1,chr14,transcribed_processed_pseudogene,Gm49309,MGI:6118812,pseudogene
ENSMUSG00000093191.2,chr14,misc_RNA,Gm22876,MGI:5452653,misc_RNA
ENSMUSG00000046005.4,chr14,lncRNA,D830044D21Rik,MGI:2444378,lncRNA
ENSMUSG00000115120.1,chr14,lncRNA,4930425P05Rik,MGI:1921132,lncRNA
ENSMUSG00000088487.1,chr14,misc_RNA,Gm26045,MGI:5455822,misc_RNA
ENSMUSG00000021903.11,chr14,protein_coding,Galnt15,MGI:1926004,protein-coding gene
ENSMUSG00000115628.1,chr14,processed_pseudogene,Gm49084,MGI:6118471,pseudogene
ENSMUSG00000021905.14,chr14,protein_coding,Dph3,MGI:1922658,protein-coding gene
ENSMUSG00000021906.14,chr14,protein_coding,Oxnad1,MGI:1916953,protein-coding gene
ENSMUSG00000021907.13,chr14,protein_coding,Msmb,MGI:97166,protein-coding gene
ENSMUSG00000115760.1,chr14,processed_pseudogene,Gm18909,MGI:5011094,pseudogene
ENSMUSG00000056234.15,chr14,protein_coding,Ncoa4,MGI:1350932,protein-coding gene
ENSMUSG00000013701.13,chr14,protein_coding,Timm23,MGI:1858317,protein-coding gene
ENSMUSG00000077611.1,chr14,snoRNA,Gm23946,MGI:5453723,snoRNA
ENSMUSG00000021911.16,chr14,protein_coding,Parg,MGI:1347094,protein-coding gene
ENSMUSG00000115833.1,chr14,processed_pseudogene,Gm49196,MGI:6118640,pseudogene
ENSMUSG00000091570.1,chr14,processed_pseudogene,Gm7707,MGI:3646976,pseudogene
ENSMUSG00000090459.1,chr14,lncRNA,Gm17210,MGI:4938037,lncRNA
ENSMUSG00000115813.1,chr14,lncRNA,Gm46447,MGI:5826084,lncRNA
ENSMUSG00000115691.1,chr14,lncRNA,Gm48914,MGI:6118221,lncRNA
ENSMUSG00000021913.8,chr14,protein_coding,Ogdhl,MGI:3616088,protein-coding gene
ENSMUSG00000072473.4,chr14,protein_coding,1700024G13Rik,MGI:1914335,protein-coding gene
ENSMUSG00000021919.8,chr14,protein_coding,Chat,MGI:88392,protein-coding gene
ENSMUSG00000100241.1,chr14,protein_coding,Slc18a3,MGI:1101061,protein-coding gene
ENSMUSG00000097794.2,chr14,lncRNA,Gm2990,MGI:3781168,lncRNA
ENSMUSG00000054051.7,chr14,protein_coding,Ercc6,MGI:1100494,protein-coding gene
ENSMUSG00000115281.1,chr14,TEC,Gm49743,MGI:6215234,TEC
ENSMUSG00000041730.14,chr14,protein_coding,Prrxl1,MGI:2148204,protein-coding gene
ENSMUSG00000071540.4,chr14,protein_coding,3425401B19Rik,MGI:3588196,protein-coding gene
ENSMUSG00000101086.2,chr14,lncRNA,Gm28651,MGI:5579357,lncRNA
ENSMUSG00000041707.8,chr14,protein_coding,Tmem273,MGI:1916319,protein-coding gene
ENSMUSG00000078127.3,chr14,protein_coding,Fam170b,MGI:2145650,protein-coding gene
ENSMUSG00000050666.14,chr14,protein_coding,Vstm4,MGI:2444633,protein-coding gene
ENSMUSG00000098236.1,chr14,processed_pseudogene,Gm7734,MGI:3644157,pseudogene
ENSMUSG00000051506.17,chr14,protein_coding,Wdfy4,MGI:3584510,protein-coding gene
ENSMUSG00000041673.12,chr14,protein_coding,Lrrc18,MGI:1914830,protein-coding gene
ENSMUSG00000115104.1,chr14,processed_pseudogene,Gm49029,MGI:6118399,pseudogene
ENSMUSG00000077612.1,chr14,snoRNA,Gm25498,MGI:5455275,snoRNA
ENSMUSG00000115523.1,chr14,processed_pseudogene,Gm6340,MGI:3643354,pseudogene
ENSMUSG00000063506.14,chr14,protein_coding,Arhgap22,MGI:2443418,protein-coding gene
ENSMUSG00000115597.1,chr14,lncRNA,Gm49030,MGI:6118400,lncRNA
ENSMUSG00000087639.1,chr14,lncRNA,Gm15512,MGI:3782960,lncRNA
ENSMUSG00000021936.14,chr14,protein_coding,Mapk8,MGI:1346861,protein-coding gene
ENSMUSG00000115248.1,chr14,processed_pseudogene,Gm49037,MGI:6118410,pseudogene
ENSMUSG00000115745.1,chr14,processed_pseudogene,Gm46448,MGI:5826085,pseudogene
ENSMUSG00000108841.1,chr14,protein_coding,Frmpd2,MGI:2685472,protein-coding gene
ENSMUSG00000021940.10,chr14,protein_coding,Ptpn20,MGI:1196295,protein-coding gene
ENSMUSG00000064446.1,chr14,snRNA,Gm26228,MGI:5456005,snRNA
ENSMUSG00000115134.1,chr14,lncRNA,Gm49108,MGI:6118507,lncRNA
ENSMUSG00000115751.1,chr14,lncRNA,4930503F20Rik,MGI:1925257,lncRNA
ENSMUSG00000021943.7,chr14,protein_coding,Gdf10,MGI:95684,protein-coding gene
ENSMUSG00000072625.1,chr14,protein_coding,Gdf2,MGI:1321394,protein-coding gene
ENSMUSG00000041534.9,chr14,protein_coding,Rbp3,MGI:97878,protein-coding gene
ENSMUSG00000044519.8,chr14,protein_coding,Zfp488,MGI:2686052,protein-coding gene
ENSMUSG00000115726.1,chr14,protein_coding,Gm30083,MGI:5589242,protein-coding gene
ENSMUSG00000072624.3,chr14,protein_coding,Gm5460,MGI:3643519,protein-coding gene
ENSMUSG00000095493.2,chr14,protein_coding,A630023A22Rik,MGI:2145657,protein-coding gene
ENSMUSG00000047441.4,chr14,protein_coding,Antxrl,MGI:1925726,protein-coding gene
ENSMUSG00000115489.1,chr14,processed_pseudogene,Gm49129,MGI:6118538,pseudogene
ENSMUSG00000021950.15,chr14,protein_coding,Anxa8,MGI:1201374,protein-coding gene
ENSMUSG00000088533.1,chr14,snoRNA,Gm24998,MGI:5454775,snoRNA
ENSMUSG00000115180.1,chr14,lncRNA,Gm30556,MGI:5589715,lncRNA
ENSMUSG00000115101.1,chr14,processed_pseudogene,Gm7778,MGI:3643174,pseudogene
ENSMUSG00000048337.3,chr14,protein_coding,Npy4r,MGI:105374,protein-coding gene
ENSMUSG00000078126.4,chr14,processed_pseudogene,Rpl23a-ps3,MGI:3781353,pseudogene
ENSMUSG00000115673.1,chr14,processed_pseudogene,Gm18884,MGI:5011069,pseudogene
ENSMUSG00000071531.3,chr14,protein_coding,Gprin2,MGI:2444560,protein-coding gene
ENSMUSG00000115299.1,chr14,processed_pseudogene,Gm49168,MGI:6118598,pseudogene
ENSMUSG00000041479.14,chr14,protein_coding,Syt15,MGI:2442166,protein-coding gene
ENSMUSG00000115124.1,chr14,lncRNA,Gm49201,MGI:6118649,lncRNA
ENSMUSG00000041471.9,chr14,protein_coding,Shld2,MGI:1922948,protein-coding gene
ENSMUSG00000115649.1,chr14,processed_pseudogene,Gm18813,MGI:5010998,pseudogene
ENSMUSG00000115183.1,chr14,processed_pseudogene,Gm49203,MGI:6118652,pseudogene
ENSMUSG00000115214.1,chr14,processed_pseudogene,Gm49202,MGI:6118651,pseudogene
ENSMUSG00000021794.16,chr14,protein_coding,Glud1,MGI:95753,protein-coding gene
ENSMUSG00000115431.1,chr14,processed_pseudogene,Gm3219,MGI:3781398,pseudogene
ENSMUSG00000043681.5,chr14,protein_coding,Fam25c,MGI:1916384,protein-coding gene
ENSMUSG00000023064.4,chr14,protein_coding,Sncg,MGI:1298397,protein-coding gene
ENSMUSG00000041445.9,chr14,protein_coding,Mmrn2,MGI:2385618,protein-coding gene
ENSMUSG00000021796.15,chr14,protein_coding,Bmpr1a,MGI:1338938,protein-coding gene
ENSMUSG00000090779.1,chr14,lncRNA,Gm17110,MGI:4937937,lncRNA
ENSMUSG00000021797.2,chr14,protein_coding,9230112D13Rik,MGI:1925493,protein-coding gene
ENSMUSG00000115582.1,chr14,processed_pseudogene,Gm48953,MGI:6118281,pseudogene
ENSMUSG00000021798.14,chr14,protein_coding,Ldb3,MGI:1344412,protein-coding gene
ENSMUSG00000021799.9,chr14,protein_coding,Opn4,MGI:1353425,protein-coding gene
ENSMUSG00000115509.1,chr14,lncRNA,Gm49012,MGI:6118370,lncRNA
ENSMUSG00000115575.1,chr14,lncRNA,Gm49024,MGI:6118390,lncRNA
ENSMUSG00000115451.1,chr14,lncRNA,Gm49025,MGI:6118392,lncRNA
ENSMUSG00000115007.1,chr14,lncRNA,5830448L01Rik,MGI:1923281,lncRNA
ENSMUSG00000041408.18,chr14,protein_coding,Wapl,MGI:2675859,protein-coding gene
ENSMUSG00000097310.2,chr14,lncRNA,A930038B10Rik,MGI:2443813,lncRNA
ENSMUSG00000115109.1,chr14,lncRNA,Gm49032,MGI:6118403,lncRNA
ENSMUSG00000041078.7,chr14,protein_coding,Grid1,MGI:95812,protein-coding gene
ENSMUSG00000065481.1,chr14,miRNA,Mir346,MGI:3619362,miRNA
ENSMUSG00000115826.1,chr14,processed_pseudogene,Gm49034,MGI:6118406,pseudogene
ENSMUSG00000115277.1,chr14,processed_pseudogene,Gm19016,MGI:5011201,pseudogene
ENSMUSG00000098696.1,chr14,misc_RNA,Gm27617,MGI:5530999,misc_RNA
ENSMUSG00000041068.6,chr14,protein_coding,4930596D02Rik,MGI:3588288,protein-coding gene
ENSMUSG00000115375.1,chr14,processed_pseudogene,Gm49039,MGI:6118412,pseudogene
ENSMUSG00000115274.1,chr14,processed_pseudogene,Gm49040,MGI:6118413,pseudogene
ENSMUSG00000115237.1,chr14,unprocessed_pseudogene,Gm46474,MGI:5826111,pseudogene
ENSMUSG00000115295.1,chr14,processed_pseudogene,Gm19129,MGI:5011314,pseudogene
ENSMUSG00000072616.5,chr14,unprocessed_pseudogene,Gm7853,MGI:3648235,pseudogene
ENSMUSG00000096405.3,chr14,protein_coding,4930474N05Rik,MGI:3586330,protein-coding gene
ENSMUSG00000114494.1,chr14,processed_pseudogene,Gm48663,MGI:6098279,pseudogene
ENSMUSG00000088766.1,chr14,snoRNA,Gm24394,MGI:5454171,snoRNA
ENSMUSG00000114779.1,chr14,processed_pseudogene,Gm17940,MGI:5010125,pseudogene
ENSMUSG00000064777.1,chr14,snRNA,Gm25204,MGI:5454981,snRNA
ENSMUSG00000065894.1,chr14,rRNA,n-R5s46,MGI:4421891,rRNA
ENSMUSG00000058690.14,chr14,protein_coding,Ccser2,MGI:101859,protein-coding gene
ENSMUSG00000114739.1,chr14,processed_pseudogene,Gm47885,MGI:6097114,pseudogene
ENSMUSG00000021804.6,chr14,protein_coding,Rgr,MGI:1929473,protein-coding gene
ENSMUSG00000041044.9,chr14,protein_coding,Lrit1,MGI:2385320,protein-coding gene
ENSMUSG00000043418.4,chr14,protein_coding,Lrit2,MGI:2444885,protein-coding gene
ENSMUSG00000021803.10,chr14,protein_coding,Cdhr1,MGI:2157782,protein-coding gene
ENSMUSG00000096001.2,chr14,protein_coding,2610528A11Rik,MGI:1917295,protein-coding gene
ENSMUSG00000041028.16,chr14,protein_coding,Ghitm,MGI:1913342,protein-coding gene
ENSMUSG00000114675.1,chr14,processed_pseudogene,Gm18834,MGI:5011019,pseudogene
ENSMUSG00000077306.1,chr14,snoRNA,Gm22469,MGI:5452246,snoRNA
ENSMUSG00000077786.1,chr14,snoRNA,Gm23909,MGI:5453686,snoRNA
ENSMUSG00000114741.1,chr14,TEC,Gm47971,MGI:6097252,TEC
ENSMUSG00000114334.1,chr14,lncRNA,Gm31393,MGI:5590552,lncRNA
ENSMUSG00000114766.1,chr14,processed_pseudogene,Gm5203,MGI:3643899,pseudogene
ENSMUSG00000114227.1,chr14,processed_pseudogene,Gm5204,MGI:3643898,pseudogene
